coinspot bid,coinspot ask,coinspot sell,btcmarkets bid,btcmarkets ask,btcmarkets sell,btcmarkets_vol,independent bid,independent ask,independent sell,bid_diff,ask_diff,sell_diff
32684.16000005,32915.6199994,32986.42,32795.87,32873.53,32848.3,66.94551726,32892.78,32831.72,32890.0,-111.70999995000238,42.089999399999215,138.11999999999534
2328.0,2330.8817555,2328.0,2328.91,2334.57,2330.46,2035.94281629,32892.78,32831.72,32890.0,-0.9099999999998545,-3.68824450000011,-2.4600000000000364
